# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  240,20190101,    1,  260,   70,   60,  100,   85,     ,   57,    0,    0,    0,    0,10306,   69,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190101,    2,  260,   70,   70,  100,   86,     ,   51,    0,    0,    0,    0,10301,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190101,    3,  250,   70,   70,  110,   85,     ,   51,    0,    0,    0,    0,10295,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20190101,    4,  250,   70,   80,  110,   82,     ,   54,    0,    0,    0,    0,10290,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190101,    5,  260,   90,   90,  120,   87,     ,   58,    0,    0,    0,   -1,10283,   70,    8,   81,   22,    7,    0,    1,    0,    0,    0
  240,20190101,    6,  260,   90,   80,  120,   89,   71,   63,    0,    0,    0,    0,10281,   67,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20190101,    7,  270,   80,   80,  120,   83,     ,   73,    0,    0,    0,   -1,10281,   37,    8,   93,   51,    7,    0,    1,    0,    0,    0
  240,20190101,    8,  280,   70,   70,  110,   83,     ,   79,    0,    0,   10,    2,10282,   30,    8,   97,   52,    7,    0,    1,    0,    0,    0
  240,20190101,    9,  290,   70,   60,  100,   88,     ,   82,    0,    2,    8,    1,10283,   44,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20190101,   10,  320,   60,   50,   90,   87,     ,   65,    0,   10,    4,    1,10285,   64,    8,   86,   22,    7,    0,    1,    0,    0,    0
  240,20190101,   11,  300,   60,   60,   90,   85,     ,   65,    0,   28,    0,   -1,10285,   64,    8,   86,   23,    7,    0,    1,    0,    0,    0
  240,20190101,   12,  310,   70,   80,  110,   85,   78,   49,    0,   44,    0,    0,10285,   62,    8,   77,    2,    7,    0,    0,    0,    0,    0
  240,20190101,   13,  320,   80,   80,  130,   85,     ,   36,    8,   59,    0,    0,10290,   65,    3,   71,     ,    5,    0,    0,    0,    0,    0
  240,20190101,   14,  320,   80,   90,  140,   84,     ,   37,    3,   29,    0,    0,10295,   68,    8,   72,     ,    5,    0,    0,    0,    0,    0
  240,20190101,   15,  320,   90,   80,  140,   78,     ,   34,    2,   12,    0,   -1,10297,   68,    8,   73,   23,    7,    0,    1,    0,    0,    0
  240,20190101,   16,  320,   80,   80,  120,   68,     ,   35,    0,    2,    0,   -1,10301,   67,    7,   79,   23,    7,    0,    1,    0,    0,    0
  240,20190101,   17,  320,   80,   80,  140,   73,     ,    9,    0,    0,    0,    0,10306,   72,    8,   64,     ,    5,    0,    0,    0,    0,    0
  240,20190101,   18,  330,   80,   60,  170,   63,   50,   22,    0,    0,    0,   -1,10311,   67,    6,   74,   23,    7,    0,    1,    0,    0,    0
  240,20190101,   19,  330,   80,   90,  180,   68,     ,    7,    0,    0,    1,    1,10317,   67,    8,   65,   23,    7,    0,    1,    0,    0,    0
  240,20190101,   20,  340,   90,   70,  180,   62,     ,    9,    0,    0,    0,   -1,10325,   65,    8,   68,   22,    7,    0,    1,    0,    0,    0
  240,20190101,   21,  340,   80,   80,  140,   65,     ,  -17,    0,    0,    0,    0,10327,   72,    8,   55,    2,    7,    0,    0,    0,    0,    0
  240,20190101,   22,  330,   70,   70,  130,   64,     ,    0,    0,    0,    0,   -1,10330,   64,    7,   63,   22,    7,    0,    1,    0,    0,    0
  240,20190101,   23,  340,   70,   80,  140,   64,     ,   -2,    0,    0,    0,   -1,10333,   65,    8,   62,   51,    7,    0,    1,    0,    0,    0
  240,20190101,   24,  330,   70,   70,  120,   57,   41,  -25,    0,    0,    0,   -1,10340,   70,    1,   55,   22,    7,    0,    1,    0,    0,    0
  240,20190102,    1,  340,   60,   60,  120,   58,     ,  -14,    0,    0,    0,    0,10344,   66,    0,   60,     ,    5,    0,    0,    0,    0,    0
  240,20190102,    2,  340,   70,   80,  130,   62,     ,  -12,    0,    0,    0,    0,10351,   65,    6,   58,     ,    5,    0,    0,    0,    0,    0
  240,20190102,    3,  330,   70,   80,  120,   64,     ,  -11,    0,    0,    0,    0,10353,   67,    8,   58,     ,    5,    0,    0,    0,    0,    0
  240,20190102,    4,  330,   70,   70,  110,   67,     ,   -4,    0,    0,    0,    0,10353,   66,    8,   60,     ,    5,    0,    0,    0,    0,    0
  240,20190102,    5,  330,   70,   80,  110,   67,     ,   -7,    0,    0,    0,    0,10353,   67,    8,   59,     ,    5,    0,    0,    0,    0,    0
  240,20190102,    6,  350,   60,   50,  130,   58,   39,   14,    0,    0,    0,   -1,10361,   62,    8,   73,   81,    7,    0,    1,    0,    0,    0
  240,20190102,    7,  330,   70,   50,  110,   50,     ,   19,    0,    0,    0,   -1,10363,   70,    2,   80,   23,    7,    0,    1,    0,    0,    0
  240,20190102,    8,  350,   60,   60,  110,   50,     ,   23,    0,    0,    0,   -1,10372,   66,    7,   83,   81,    7,    0,    1,    0,    0,    0
  240,20190102,    9,  330,   50,   60,  100,   54,     ,   20,    0,    7,    0,   -1,10376,   65,    8,   78,   23,    7,    0,    1,    0,    0,    0
  240,20190102,   10,  350,   60,   50,  110,   60,     ,   19,    0,   22,    0,    0,10382,   68,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   11,  340,   50,   50,  100,   61,     ,   15,    0,   24,    0,    0,10382,   68,    8,   72,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   12,  350,   60,   60,   90,   65,   35,    8,    2,   31,    0,    0,10382,   67,    8,   66,    2,    7,    0,    0,    0,    0,    0
  240,20190102,   13,  350,   50,   50,  100,   65,     ,    9,    0,   26,    0,    0,10382,   67,    8,   67,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   14,  360,   40,   50,   70,   66,     ,    9,    0,   21,    0,    0,10386,   67,    8,   67,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   15,  360,   40,   50,   80,   66,     ,    5,    2,   13,    0,    0,10389,   67,    8,   65,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   16,  330,   40,   30,   80,   61,     ,   13,    0,    2,    0,    0,10391,   67,    8,   71,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   17,  340,   30,   40,   60,   59,     ,    6,    0,    0,    0,    0,10394,   71,    8,   68,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   18,  340,   30,   40,   60,   56,   44,   16,    0,    0,    0,   -1,10397,   66,    8,   75,   51,    7,    0,    1,    0,    0,    0
  240,20190102,   19,  360,   30,   30,   70,   50,     ,   17,    0,    0,    0,   -1,10398,   75,    8,   79,   23,    7,    0,    1,    0,    0,    0
  240,20190102,   20,  340,   30,   30,   50,   50,     ,   19,    0,    0,    0,    0,10400,   70,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   21,  310,   20,   20,   40,   40,     ,   20,    0,    0,    0,    0,10396,   70,    8,   86,    2,    7,    0,    0,    0,    0,    0
  240,20190102,   22,  320,   30,   30,   40,   44,     ,   16,    0,    0,    0,    0,10394,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190102,   23,  330,   40,   30,   60,   40,     ,   17,    0,    0,    0,   -1,10394,   70,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20190102,   24,  330,   30,   30,   60,   36,   16,   15,    0,    0,    0,    0,10394,   70,    7,   86,    2,    7,    0,    0,    0,    0,    0
  240,20190103,    1,  320,   20,   20,   30,   21,     ,    0,    0,    0,    0,    0,10396,   70,    3,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190103,    2,  310,   20,   20,   30,   22,     ,   11,    0,    0,    0,    0,10399,   65,    7,   92,     ,    5,    0,    0,    0,    0,    0
  240,20190103,    3,  270,   20,   30,   40,   21,     ,   14,    0,    0,    0,   -1,10398,   65,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20190103,    4,  300,   20,   20,   30,   18,     ,    8,    0,    0,    0,    0,10395,   65,    6,   93,     ,    5,    0,    0,    0,    0,    0
  240,20190103,    5,  320,   20,   20,   50,   20,     ,    9,    0,    0,    0,   -1,10395,   65,    7,   92,   81,    7,    0,    1,    0,    0,    0
  240,20190103,    6,  320,   20,   20,   30,   14,   -8,    6,    0,    0,    0,   -1,10396,   65,    6,   94,   23,    7,    0,    1,    0,    0,    0
  240,20190103,    7,  310,   20,   20,   30,   12,     ,    0,    0,    0,    0,    0,10396,   65,    7,   92,     ,    5,    0,    0,    0,    0,    0
  240,20190103,    8,  310,   30,   20,   40,   18,     ,    9,    0,    0,    0,   -1,10400,   65,    5,   93,   22,    7,    0,    1,    0,    0,    0
  240,20190103,    9,  320,   20,   20,   40,   35,     ,   21,    7,   17,    0,    0,10403,   70,    8,   90,    3,    7,    0,    0,    0,    0,    0
  240,20190103,   10,  350,   20,   20,   50,   48,     ,   21,    5,   36,    0,    0,10406,   70,    3,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   11,  330,   30,   30,   70,   54,     ,   20,    7,   59,    0,    0,10401,   75,    2,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   12,  320,   40,   50,   80,   55,   -5,   31,    7,   60,    0,   -1,10398,   70,    8,   84,   57,    7,    0,    1,    0,    0,    0
  240,20190103,   13,  360,   30,   40,   70,   60,     ,   27,    5,   57,    0,   -1,10398,   75,    8,   79,   81,    7,    0,    1,    0,    0,    0
  240,20190103,   14,  340,   30,   50,   70,   61,     ,   24,    5,   42,    0,   -1,10399,   75,    8,   77,   23,    7,    0,    1,    0,    0,    0
  240,20190103,   15,  330,   30,   30,   60,   52,     ,   19,   10,   20,    0,    0,10401,   75,    7,   79,    1,    7,    0,    0,    0,    0,    0
  240,20190103,   16,  330,   30,   20,   40,   37,     ,   14,    0,    5,    0,    0,10404,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   17,  330,   30,   20,   40,   28,     ,   10,    0,    0,    0,    0,10404,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   18,  320,   20,   20,   40,   28,    5,   13,    0,    0,    0,    0,10405,   70,    8,   89,    2,    7,    0,    0,    0,    0,    0
  240,20190103,   19,  320,   20,   30,   30,   13,     ,    4,    0,    0,    0,    0,10404,   65,    5,   93,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   20,  340,   20,   20,   30,   22,     ,   15,    0,    0,    0,    0,10405,   65,    6,   95,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   21,  320,   10,   10,   20,   28,     ,   19,    0,    0,    0,    0,10404,   65,    7,   94,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   22,  290,   20,   10,   20,   25,     ,   21,    0,    0,    0,    0,10402,   65,    8,   97,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   23,    0,   10,    0,   20,   26,     ,   21,    0,    0,    0,    0,10400,   65,    5,   97,     ,    5,    0,    0,    0,    0,    0
  240,20190103,   24,  290,   20,   20,   30,   23,   -6,   19,    0,    0,    0,    0,10401,   65,    8,   97,     ,    5,    0,    0,    0,    0,    0
  240,20190104,    1,  270,   20,   20,   30,   11,     ,    7,    0,    0,    0,    0,10399,   37,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20190104,    2,  310,   20,   10,   30,   24,     ,   21,    0,    0,    0,    0,10403,   56,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20190104,    3,  320,   20,   20,   30,   30,     ,   25,    0,    0,    0,   -1,10400,   65,    8,   96,   81,    7,    0,    1,    0,    0,    0
  240,20190104,    4,  300,   20,   20,   30,   38,     ,   30,    0,    0,    0,   -1,10395,   65,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20190104,    5,  300,   30,   50,   60,   39,     ,   18,    0,    0,    0,   -1,10390,   70,    8,   86,   22,    7,    0,    1,    0,    0,    0
  240,20190104,    6,  300,   40,   50,   80,   49,   -2,   19,    0,    0,    0,    0,10388,   70,    8,   81,    2,    7,    0,    0,    0,    0,    0
  240,20190104,    7,  290,   50,   40,   70,   50,     ,   21,    0,    0,    0,    0,10385,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190104,    8,  290,   60,   50,   80,   50,     ,   23,    0,    0,    0,    0,10390,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190104,    9,  290,   50,   40,   80,   51,     ,   24,    0,    2,    0,    0,10390,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   10,  290,   50,   60,   80,   54,     ,   26,    0,    4,    0,    0,10384,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   11,  310,   60,   70,  100,   55,     ,   17,    0,    8,    0,    0,10376,   75,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   12,  290,   60,   70,  100,   60,   37,   21,    0,   12,    0,    0,10364,   75,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   13,  290,   60,   50,   90,   61,     ,   30,    0,    9,    0,    0,10363,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   14,  310,   60,   60,   90,   62,     ,   29,    0,    7,    0,    0,10360,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   15,  310,   60,   60,   90,   63,     ,   28,    0,    3,    0,    0,10362,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   16,  310,   50,   50,   80,   65,     ,   33,    0,    1,    0,    0,10359,   71,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   17,  310,   50,   50,   80,   66,     ,   34,    0,    0,    0,    0,10354,   71,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   18,  330,   60,   40,   90,   65,   53,   42,    0,    0,    0,    0,10354,   64,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   19,  320,   40,   40,   70,   65,     ,   37,    0,    0,    0,    0,10353,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   20,  310,   40,   50,   80,   65,     ,   38,    0,    0,    0,    0,10352,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   21,  310,   40,   40,   80,   64,     ,   42,    0,    0,    0,    0,10351,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   22,  320,   40,   40,   70,   66,     ,   38,    0,    0,    0,    0,10350,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   23,  300,   40,   40,   70,   66,     ,   48,    0,    0,    0,    0,10344,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190104,   24,  300,   50,   50,   70,   65,   57,   60,    0,    0,    0,    0,10342,   56,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20190105,    1,  310,   50,   60,   80,   70,     ,   68,    0,    0,    6,    1,10338,   58,    8,   98,   51,    7,    0,    1,    0,    0,    0
  240,20190105,    2,  320,   70,   80,  120,   75,     ,   67,    0,    0,    0,   -1,10338,   50,    8,   94,   51,    7,    0,    1,    0,    0,    0
  240,20190105,    3,  330,   80,   70,  110,   75,     ,   63,    0,    0,    0,   -1,10331,   65,    8,   92,   22,    7,    0,    1,    0,    0,    0
  240,20190105,    4,  330,   80,   80,  110,   78,     ,   58,    0,    0,    0,    0,10330,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190105,    5,  330,   70,   80,  130,   78,     ,   48,    0,    0,    0,    0,10327,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20190105,    6,  320,   80,   80,  140,   76,   62,   48,    0,    0,    0,    0,10325,   65,    8,   82,    2,    7,    0,    0,    0,    0,    0
  240,20190105,    7,  320,   80,   80,  120,   78,     ,   44,    0,    0,    0,   -1,10324,   75,    8,   78,   22,    7,    0,    1,    0,    0,    0
  240,20190105,    8,  320,   80,   80,  120,   78,     ,   44,    0,    1,    0,    0,10328,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190105,    9,  320,   70,   80,  110,   79,     ,   44,    0,    2,    0,    0,10330,   75,    8,   78,    2,    7,    0,    0,    0,    0,    0
  240,20190105,   10,  330,   70,   70,  120,   79,     ,   46,    0,    6,    0,    0,10331,   70,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20190105,   11,  330,   70,   80,  110,   73,     ,   55,    0,   10,    0,   -1,10330,   59,    8,   88,   81,    7,    0,    1,    0,    0,    0
  240,20190105,   12,  320,   70,   80,  100,   77,   68,   42,    0,   13,    0,   -1,10326,   75,    8,   78,   23,    7,    0,    1,    0,    0,    0
  240,20190105,   13,  320,   70,   70,  110,   76,     ,   44,    0,   12,    0,   -1,10322,   73,    8,   79,   22,    7,    0,    1,    0,    0,    0
  240,20190105,   14,  320,   70,   70,  110,   75,     ,   50,    0,   10,    0,   -1,10325,   63,    8,   84,   51,    7,    0,    1,    0,    0,    0
  240,20190105,   15,  320,   60,   70,  100,   71,     ,   54,    0,    6,    0,   -1,10327,   58,    8,   88,   57,    7,    0,    1,    0,    0,    0
  240,20190105,   16,  310,   50,   50,   90,   74,     ,   44,    0,    2,    0,   -1,10327,   70,    8,   81,   23,    7,    0,    1,    0,    0,    0
  240,20190105,   17,  300,   60,   60,   90,   68,     ,   52,    0,    0,    0,    0,10327,   66,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20190105,   18,  310,   60,   60,   90,   67,   61,   49,    0,    0,    0,   -1,10330,   57,    8,   88,   57,    7,    0,    1,    0,    0,    0
  240,20190105,   19,  300,   50,   50,   80,   65,     ,   52,    0,    0,    0,   -1,10328,   57,    8,   90,   51,    7,    0,    1,    0,    0,    0
  240,20190105,   20,  310,   50,   40,   80,   64,     ,   50,    0,    0,    0,   -1,10329,   68,    8,   90,   23,    7,    0,    1,    0,    0,    0
  240,20190105,   21,  300,   60,   60,   90,   59,     ,   44,    0,    0,    0,   -1,10328,   70,    4,   90,   22,    7,    0,    1,    0,    0,    0
  240,20190105,   22,  290,   50,   40,   80,   64,     ,   41,    0,    0,    0,    0,10329,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190105,   23,  290,   50,   50,   80,   65,     ,   44,    0,    0,    0,    0,10330,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20190105,   24,  300,   50,   40,   80,   63,   49,   44,    0,    0,    0,   -1,10329,   67,    8,   87,   22,    7,    0,    1,    0,    0,    0
  240,20190106,    1,  310,   50,   40,   70,   64,     ,   42,    0,    0,    0,   -1,10328,   70,    8,   86,   22,    7,    0,    1,    0,    0,    0
  240,20190106,    2,  290,   40,   40,   60,   63,     ,   41,    0,    0,    0,    0,10331,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190106,    3,  300,   30,   30,   50,   62,     ,   41,    0,    0,    0,    0,10330,   70,    8,   85,    2,    7,    0,    0,    0,    0,    0
  240,20190106,    4,  290,   30,   40,   50,   63,     ,   40,    0,    0,    0,    0,10326,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190106,    5,  300,   30,   40,   50,   63,     ,   37,    0,    0,    0,    0,10323,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20190106,    6,  300,   40,   30,   60,   64,   49,   33,    0,    0,    0,    0,10324,   75,    8,   80,    2,    7,    0,    0,    0,    0,    0
  240,20190106,    7,  310,   30,   30,   60,   62,     ,   39,    0,    0,    0,    0,10329,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190106,    8,  310,   30,   30,   40,   62,     ,   36,    0,    1,    0,    0,10333,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20190106,    9,  280,   30,   30,   40,   62,     ,   41,    0,    4,    0,    0,10335,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   10,  310,   30,   40,   60,   67,     ,   37,    0,   13,    0,    0,10338,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   11,  300,   30,   30,   50,   68,     ,   35,    0,   17,    0,    0,10340,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   12,  300,   40,   30,   60,   69,   53,   35,    0,   15,    0,    0,10338,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   13,  290,   30,   30,   50,   70,     ,   27,    0,   17,    0,    0,10334,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   14,  300,   30,   30,   50,   68,     ,   27,    0,   13,    0,    0,10337,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   15,  280,   30,   20,   40,   62,     ,   31,    0,    5,    0,    0,10339,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   16,  280,   20,   30,   40,   61,     ,   32,    0,    1,    0,    0,10342,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   17,  280,   20,   20,   30,   60,     ,   35,    0,    0,    0,    0,10342,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   18,  280,   20,   20,   30,   59,   50,   36,    0,    0,    0,    0,10343,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   19,  260,   10,   20,   30,   60,     ,   36,    0,    0,    0,    0,10345,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   20,    0,   10,    0,   30,   56,     ,   38,    0,    0,    0,    0,10346,   69,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   21,  300,   10,   10,   10,   56,     ,   37,    0,    0,    0,    0,10347,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   22,    0,   10,    0,   20,   52,     ,   33,    0,    0,    0,    0,10346,   68,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   23,  250,   10,   10,   20,   52,     ,   40,    0,    0,    0,    0,10348,   62,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20190106,   24,  240,   10,   10,   20,   54,   31,   40,    0,    0,    0,    0,10348,   60,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20190107,    1,  260,   20,   30,   30,   54,     ,   34,    0,    0,    0,    0,10343,   63,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190107,    2,  260,   30,   30,   40,   49,     ,   35,    0,    0,    0,    0,10345,   64,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20190107,    3,  210,   30,   30,   30,   50,     ,   34,    0,    0,    0,    0,10341,   68,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20190107,    4,  240,   30,   30,   40,   57,     ,   33,    0,    0,    0,    0,10337,   67,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20190107,    5,  240,   40,   30,   60,   60,     ,   38,    0,    0,    0,    0,10333,   66,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190107,    6,  230,   30,   30,   60,   61,   28,   52,    0,    0,    0,    0,10328,   56,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20190107,    7,  220,   40,   50,   60,   67,     ,   64,    0,    0,    0,   -1,10324,   39,    8,   97,   51,    7,    0,    1,    0,    0,    0
  240,20190107,    8,  230,   40,   40,   70,   72,     ,   68,    0,    1,    0,   -1,10320,   50,    8,   97,   51,    7,    0,    1,    0,    0,    0
  240,20190107,    9,  230,   50,   50,   70,   80,     ,   73,    0,    4,    0,   -1,10317,   57,    8,   95,   22,    7,    0,    1,    0,    0,    0
  240,20190107,   10,  240,   50,   60,   80,   87,     ,   77,    0,   12,    0,    0,10310,   57,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20190107,   11,  250,   60,   60,   90,   88,     ,   79,    0,   21,    0,   -1,10305,   47,    8,   94,   51,    7,    0,    1,    0,    0,    0
  240,20190107,   12,  230,   60,   70,   90,   88,   57,   76,    0,   21,    0,   -1,10294,   58,    8,   92,   22,    7,    0,    1,    0,    0,    0
