# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  240,20190303,    2,  210,  110,  120,  160,  102,     ,   76,    0,    0,    0,   -1,10056,   65,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20190303,    3,  210,  110,  100,  160,   95,     ,   84,    0,    0,    0,   -1,10052,   43,    8,   93,   52,    7,    0,    1,    0,    0,    0
  240,20190303,    4,  210,  100,  100,  140,   92,     ,   87,    0,    0,   10,    5,10047,   38,    8,   96,   58,    7,    0,    1,    0,    0,    0
  240,20190303,    5,  210,  100,   90,  140,   97,     ,   92,    0,    0,   10,    6,10043,   36,    8,   96,   52,    7,    0,    1,    0,    0,    0
  240,20190303,    6,  230,  100,  110,  180,  107,   90,   96,    0,    0,    0,   -1,10041,   65,    8,   92,   22,    7,    0,    1,    0,    0,    0
  240,20190303,    7,  230,  100,  100,  150,  107,     ,   98,    0,    1,    4,    3,10039,   59,    8,   94,   58,    7,    0,    1,    0,    0,    0
  240,20190303,    8,  220,   80,   70,  140,  102,     ,   97,    0,    3,   10,   16,10039,   59,    8,   96,   62,    7,    0,    1,    0,    0,    0
  240,20190303,    9,  230,  100,  110,  160,  110,     ,  100,    0,    8,   10,   10,10037,   56,    8,   94,   58,    7,    0,    1,    0,    0,    0
  240,20190303,   10,  230,  110,  120,  170,  113,     ,  102,    0,   13,   10,    9,10034,   60,    8,   93,   57,    7,    0,    1,    0,    0,    0
  240,20190303,   11,  230,  110,  110,  170,  116,     ,  105,    0,   20,   10,    8,10030,   50,    8,   93,   58,    7,    0,    1,    0,    0,    0
  240,20190303,   12,  230,  100,  110,  160,  118,   98,  106,    0,   26,   10,   10,10027,   61,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20190303,   13,  210,  100,  100,  160,  113,     ,  105,    0,   21,   10,    5,10019,   57,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20190303,   14,  220,  110,  130,  190,  117,     ,  102,    0,   12,   10,    4,10009,   63,    8,   90,   51,    7,    0,    1,    0,    0,    0
  240,20190303,   15,  210,  120,  110,  160,  114,     ,  101,    0,   13,    6,    2,10001,   50,    8,   91,   58,    7,    0,    1,    0,    0,    0
  240,20190303,   16,  210,  110,  100,  150,  114,     ,   97,    0,    6,    0,   -1, 9994,   63,    8,   88,   81,    7,    0,    1,    0,    0,    0
  240,20190303,   17,  200,   90,   80,  140,  114,     ,   92,    0,    4,    0,   -1, 9984,   70,    8,   85,   23,    7,    0,    1,    0,    0,    0
  240,20190303,   18,  190,   90,   90,  130,  117,  105,   87,    0,    1,    0,    0, 9974,   70,    8,   81,    2,    7,    0,    0,    0,    0,    0
  240,20190303,   19,  190,  100,  110,  150,  114,     ,   91,    0,    0,    5,    2, 9960,   58,    8,   86,   81,    7,    0,    1,    0,    0,    0
  240,20190303,   20,  200,  110,  120,  170,  113,     ,   94,    0,    0,    4,    1, 9952,   60,    8,   88,   81,    7,    0,    1,    0,    0,    0
  240,20190303,   21,  200,  110,  110,  160,  117,     ,   88,    0,    0,    0,   -1, 9943,   70,    8,   82,   23,    7,    0,    1,    0,    0,    0
  240,20190303,   22,  200,  100,  100,  160,  120,     ,   87,    0,    0,    0,    0, 9931,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20190303,   23,  200,  100,  100,  150,  117,     ,   91,    0,    0,    0,   -1, 9921,   70,    8,   84,   57,    7,    0,    1,    0,    0,    0
  240,20190303,   24,  200,  120,  110,  170,  119,  104,   87,    0,    0,    0,   -1, 9910,   75,    8,   80,   23,    7,    0,    1,    0,    0,    0
  240,20190304,    1,  200,  110,  110,  180,  120,     ,   81,    0,    0,    0,    0, 9898,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20190304,    2,  200,  120,  120,  190,  118,     ,   81,    0,    0,    0,    0, 9882,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20190304,    3,  200,  120,  150,  190,  117,     ,   80,    0,    0,    2,    2, 9866,   75,    8,   77,   23,    7,    0,    1,    0,    0,    0
  240,20190304,    4,  200,  120,  120,  190,  114,     ,   70,    0,    0,    0,    0, 9854,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190304,    5,  230,  130,  130,  230,   81,     ,   56,    0,    0,    7,    5, 9853,   60,    8,   84,   81,    7,    0,    1,    0,    0,    0
  240,20190304,    6,  230,  100,  110,  200,   85,   71,   56,    0,    0,    4,    3, 9840,   70,    8,   81,   23,    7,    0,    1,    0,    0,    0
  240,20190304,    7,  230,  130,  140,  190,   76,     ,   52,    0,    4,    1,    1, 9840,   57,    8,   85,   51,    7,    0,    1,    0,    0,    0
  240,20190304,    8,  260,  100,  100,  170,   55,     ,   38,    0,   13,    0,   -1, 9860,   64,    8,   88,   51,    7,    0,    1,    0,    0,    0
  240,20190304,    9,  250,   90,  100,  150,   64,     ,   35,    0,   31,    0,   -1, 9873,   70,    8,   81,   22,    7,    0,    1,    0,    0,    0
  240,20190304,   10,  250,  110,  130,  180,   71,     ,   31,    2,   57,    0,    0, 9884,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   11,  260,  130,  130,  190,   74,     ,   36,    3,   89,    0,    0, 9893,   70,    7,   76,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   12,  260,  130,  140,  200,   88,   52,   37,   10,  155,    0,    0, 9905,   70,    7,   70,    2,    7,    0,    0,    0,    0,    0
  240,20190304,   13,  260,  150,  160,  210,   90,     ,   29,    8,  143,    0,    0, 9916,   68,    8,   65,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   14,  260,  150,  140,  210,   92,     ,   22,   10,  169,    0,    0, 9928,   70,    8,   61,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   15,  250,  130,  130,  190,   89,     ,   38,   10,  123,    0,    0, 9942,   70,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   16,  240,  120,  110,  180,   80,     ,   34,    8,   65,    0,    0, 9952,   71,    5,   72,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   17,  240,  110,  110,  180,   77,     ,   33,    2,   13,    0,    0, 9959,   69,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   18,  230,  110,  110,  170,   76,   66,   33,    0,    2,    0,    0, 9964,   75,    7,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   19,  230,  100,  110,  150,   80,     ,   44,    0,    0,    0,    0, 9965,   68,    7,   77,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   20,  240,  110,   90,  150,   76,     ,   43,    0,    0,    0,   -1, 9969,   67,    8,   79,   51,    7,    0,    1,    0,    0,    0
  240,20190304,   21,  240,  100,   90,  150,   75,     ,   43,    0,    0,    0,   -1, 9972,   73,    8,   80,   22,    7,    0,    1,    0,    0,    0
  240,20190304,   22,  240,  100,  100,  160,   78,     ,   40,    0,    0,    0,    0, 9980,   68,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   23,  240,  100,   90,  160,   73,     ,   36,    0,    0,    0,    0, 9986,   64,    1,   77,     ,    5,    0,    0,    0,    0,    0
  240,20190304,   24,  240,   90,   90,  140,   73,   59,   34,    0,    0,    0,    0, 9991,   66,    8,   76,    3,    7,    0,    0,    0,    0,    0
  240,20190305,    1,  240,   90,  100,  140,   71,     ,   27,    0,    0,    0,    0, 9992,   70,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20190305,    2,  240,  100,  100,  160,   68,     ,   21,    0,    0,    0,    0, 9996,   75,    7,   72,     ,    5,    0,    0,    0,    0,    0
  240,20190305,    3,  240,   90,   90,  140,   67,     ,   22,    0,    0,    0,    0, 9997,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20190305,    4,  250,   80,   90,  130,   58,     ,   25,    0,    0,    3,    4, 9999,   75,    3,   79,   23,    7,    0,    1,    0,    0,    0
  240,20190305,    5,  250,   80,   70,  120,   59,     ,   26,    0,    0,    0,   -1,10000,   71,    7,   79,   81,    7,    0,    1,    0,    0,    0
  240,20190305,    6,  250,   70,   60,  110,   52,   39,   24,    0,    0,    0,   -1,10004,   70,    1,   82,   23,    7,    0,    1,    0,    0,    0
  240,20190305,    7,  250,   70,   60,  100,   59,     ,   28,    2,    5,    0,   -1,10011,   68,    7,   80,   81,    7,    0,    1,    0,    0,    0
  240,20190305,    8,  250,   60,   60,  100,   66,     ,   32,    3,   33,    0,   -1,10017,   75,    7,   78,   23,    7,    0,    1,    0,    0,    0
  240,20190305,    9,  260,   70,   80,  110,   80,     ,   42,    9,   83,    0,    0,10024,   75,    7,   76,    2,    7,    0,    0,    0,    0,    0
  240,20190305,   10,  250,   80,   80,  120,   78,     ,   33,    5,   94,    0,    0,10029,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   11,  240,   80,   80,  120,   78,     ,   30,    3,   69,    0,    0,10035,   74,    4,   71,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   12,  240,   80,   90,  120,   92,   38,   38,    8,  125,    0,    0,10042,   76,    6,   68,    3,    7,    0,    0,    0,    0,    0
  240,20190305,   13,  240,   90,   90,  130,   86,     ,   32,    9,  150,    0,    0,10046,   80,    2,   69,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   14,  240,   90,   90,  130,   93,     ,   36,   10,  131,    0,    0,10050,   79,    1,   67,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   15,  240,   90,  100,  140,   90,     ,   32,    9,  107,    0,    0,10055,   80,    2,   66,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   16,  240,   90,   80,  130,   91,     ,   30,   10,   82,    0,    0,10058,   77,    0,   65,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   17,  230,   80,   60,  120,   82,     ,   28,    8,   27,    0,    0,10060,   78,    8,   68,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   18,  200,   50,   40,   90,   61,   39,   26,    0,    2,    0,    0,10066,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   19,  210,   40,   50,   70,   67,     ,   39,    0,    0,    0,    0,10067,   70,    6,   82,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   20,  180,   40,   50,   60,   64,     ,   35,    0,    0,    0,    0,10067,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   21,  170,   50,   50,   70,   58,     ,   33,    0,    0,    0,    0,10067,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   22,  180,   50,   50,   70,   59,     ,   34,    0,    0,    0,    0,10064,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20190305,   23,  180,   50,   60,   70,   71,     ,   46,    0,    0,    0,   -1,10062,   70,    8,   84,   51,    7,    0,    1,    0,    0,    0
  240,20190305,   24,  170,   60,   50,   90,   71,   39,   58,    0,    0,    0,   -1,10058,   65,    8,   91,   57,    7,    0,    1,    0,    0,    0
  240,20190306,    1,  170,   50,   60,   80,   71,     ,   65,    0,    0,   10,    4,10051,   60,    8,   95,   51,    7,    0,    1,    0,    0,    0
  240,20190306,    2,  150,   50,   50,   80,   73,     ,   69,    0,    0,    9,    2,10041,   58,    8,   97,   51,    7,    0,    1,    0,    0,    0
  240,20190306,    3,  160,   60,   70,   90,   78,     ,   72,    0,    0,    0,   -1,10032,   60,    8,   95,   22,    7,    0,    1,    0,    0,    0
  240,20190306,    4,  160,   60,   60,   90,   81,     ,   72,    0,    0,    0,   -1,10023,   62,    8,   94,   57,    7,    0,    1,    0,    0,    0
  240,20190306,    5,  150,   60,   60,   90,   82,     ,   71,    0,    0,    0,   -1,10012,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  240,20190306,    6,  150,   70,   70,  100,   83,   67,   68,    0,    0,    0,    0,10001,   70,    8,   90,    2,    7,    0,    0,    0,    0,    0
  240,20190306,    7,  150,   80,   90,  120,   86,     ,   63,    0,    2,    0,    0, 9990,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190306,    8,  150,   90,   90,  130,   92,     ,   58,    0,   15,    0,    0, 9977,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20190306,    9,  160,   90,   80,  140,   94,     ,   59,    0,   31,    0,   -1, 9977,   75,    8,   78,   51,    7,    0,    1,    0,    0,    0
  240,20190306,   10,  160,   90,   90,  120,   95,     ,   66,    0,   55,    0,   -1, 9968,   69,    8,   81,   51,    7,    0,    1,    0,    0,    0
  240,20190306,   11,  180,   90,   80,  130,  100,     ,   64,    0,   45,    5,    1, 9963,   75,    8,   78,   51,    7,    0,    1,    0,    0,    0
  240,20190306,   12,  180,   80,   90,  120,   98,   77,   69,    0,   29,    4,    1, 9957,   67,    8,   82,   81,    7,    0,    1,    0,    0,    0
  240,20190306,   13,  180,   70,   70,  110,  101,     ,   76,    0,   28,   10,    3, 9950,   70,    8,   84,   57,    7,    0,    1,    0,    0,    0
  240,20190306,   14,  180,   60,   60,  100,  102,     ,   81,    0,   18,   10,    6, 9942,   66,    8,   86,   61,    7,    0,    1,    0,    0,    0
  240,20190306,   15,  180,   50,   60,  100,  107,     ,   78,    0,   20,    8,    1, 9935,   70,    8,   82,   61,    7,    0,    1,    0,    0,    0
  240,20190306,   16,  190,   60,   60,  100,  107,     ,   78,    0,   16,    0,   -1, 9929,   70,    8,   82,   81,    7,    0,    1,    0,    0,    0
  240,20190306,   17,  170,   60,   60,  100,  101,     ,   79,    0,    6,    9,    1, 9924,   70,    8,   86,   61,    7,    0,    1,    0,    0,    0
  240,20190306,   18,  190,   70,   80,  110,   97,   93,   86,    0,    0,   10,    3, 9924,   59,    8,   92,   58,    7,    0,    1,    0,    0,    0
  240,20190306,   19,  170,   60,   50,  100,   99,     ,   86,    0,    0,    4,    1, 9920,   65,    8,   91,   23,    7,    0,    1,    0,    0,    0
  240,20190306,   20,  180,   70,   70,  110,  106,     ,   81,    0,    0,    0,    0, 9915,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20190306,   21,  170,   70,   60,  110,  103,     ,   82,    0,    0,    0,    0, 9910,   70,    8,   86,    2,    7,    0,    0,    0,    0,    0
  240,20190306,   22,  180,   60,   50,   90,  102,     ,   83,    0,    0,    0,    0, 9907,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20190306,   23,  170,   60,   60,   90,   97,     ,   82,    0,    0,    0,    0, 9902,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20190306,   24,  170,   60,   60,   90,  100,   89,   87,    0,    0,    0,    0, 9895,   65,    8,   91,    2,    7,    0,    0,    0,    0,    0
  240,20190307,    1,  170,   60,   60,   80,  100,     ,   87,    0,    0,    0,    0, 9886,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20190307,    2,  170,   60,   60,   90,  103,     ,   89,    0,    0,    0,    0, 9879,   65,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20190307,    3,  160,   60,   60,   80,  102,     ,   89,    0,    0,    0,   -1, 9863,   65,    8,   91,   81,    7,    0,    1,    0,    0,    0
  240,20190307,    4,  160,   50,   50,   80,   97,     ,   93,    0,    0,    7,    8, 9852,   56,    8,   97,   62,    7,    0,    1,    0,    0,    0
  240,20190307,    5,  160,   50,   40,   70,   95,     ,   92,    0,    0,   10,   40, 9841,   57,    8,   97,   62,    7,    0,    1,    0,    0,    0
  240,20190307,    6,  240,   60,   80,  130,   89,   85,   80,    0,    0,   10,   47, 9849,   57,    8,   94,   62,    7,    0,    1,    0,    0,    0
  240,20190307,    7,  250,  100,  100,  170,   79,     ,   68,    0,    1,   10,   23, 9865,   62,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20190307,    8,  250,  110,  110,  150,   79,     ,   55,    0,   11,    3,    1, 9889,   70,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20190307,    9,  230,  100,  100,  160,   88,     ,   56,    6,   72,    0,    0, 9904,   73,    6,   80,    1,    7,    0,    0,    0,    0,    0
  240,20190307,   10,  230,  120,  130,  170,   89,     ,   48,   10,  136,    0,    0, 9914,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20190307,   11,  230,  120,  130,  170,  101,     ,   46,    8,  119,    0,    0, 9920,   71,    7,   68,     ,    5,    0,    0,    0,    0,    0
  240,20190307,   12,  230,  130,  130,  190,   99,   73,   46,    5,  114,    0,    0, 9923,   75,    8,   69,    3,    7,    0,    0,    0,    0,    0
  240,20190307,   13,  230,  140,  150,  210,  106,     ,   33,    7,  109,    0,   -1, 9920,   75,    6,   60,   22,    7,    0,    1,    0,    0,    0
  240,20190307,   14,  230,  140,  130,  210,  103,     ,   44,    5,   93,    0,    0, 9922,   80,    8,   66,     ,    5,    0,    0,    0,    0,    0
  240,20190307,   15,  230,  150,  180,  230,   91,     ,   46,    4,   67,    0,   -1, 9923,   66,    8,   73,   81,    7,    0,    1,    0,    0,    0
  240,20190307,   16,  230,  150,  150,  230,   95,     ,   39,    4,   47,    0,   -1, 9924,   77,    7,   67,   23,    7,    0,    1,    0,    0,    0
  240,20190307,   17,  220,  150,  140,  220,   91,     ,   35,    7,   27,    0,    0, 9926,   69,    7,   68,     ,    5,    0,    0,    0,    0,    0
  240,20190307,   18,  220,  150,  150,  230,   91,   81,   39,    0,    2,    0,    0, 9927,   69,    8,   69,    3,    7,    0,    0,    0,    0,    0
  240,20190307,   19,  220,  150,  140,  220,   83,     ,   53,    0,    0,    7,    4, 9927,   58,    8,   81,   81,    7,    0,    1,    0,    0,    0
  240,20190307,   20,  230,  150,  150,  230,   80,     ,   60,    0,    0,   10,   14, 9930,   58,    8,   87,   61,    7,    0,    1,    0,    0,    0
  240,20190307,   21,  240,  130,  120,  200,   79,     ,   56,    0,    0,    7,    1, 9938,   61,    8,   85,   57,    7,    0,    1,    0,    0,    0
  240,20190307,   22,  240,  120,  120,  180,   74,     ,   62,    0,    0,   10,    2, 9949,   58,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20190307,   23,  250,  110,  100,  170,   74,     ,   57,    0,    0,    9,    5, 9961,   64,    8,   88,   51,    7,    0,    1,    0,    0,    0
  240,20190307,   24,  270,  120,  130,  200,   71,   66,   49,    0,    0,    3,    1, 9972,   66,    8,   85,   23,    7,    0,    1,    0,    0,    0
  240,20190308,    1,  270,  140,  140,  220,   70,     ,   49,    0,    0,    0,   -1, 9989,   61,    8,   86,   81,    7,    0,    1,    0,    0,    0
  240,20190308,    2,  270,  120,  110,  180,   71,     ,   49,    0,    0,    0,   -1,10005,   59,    8,   85,   23,    7,    0,    1,    0,    0,    0
  240,20190308,    3,  280,  110,  100,  170,   70,     ,   44,    0,    0,    0,   -1,10018,   60,    8,   83,   23,    7,    0,    1,    0,    0,    0
  240,20190308,    4,  280,   90,   90,  140,   71,     ,   42,    0,    0,    0,    0,10029,   59,    8,   81,   10,    7,    0,    0,    0,    0,    0
  240,20190308,    5,  280,   90,   90,  140,   68,     ,   35,    0,    0,    0,    0,10045,   61,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20190308,    6,  280,   80,   80,  120,   67,   59,   38,    0,    0,    0,   -1,10064,   61,    8,   81,   22,    7,    0,    1,    0,    0,    0
  240,20190308,    7,  290,   80,   70,  120,   66,     ,   31,    0,    4,    0,    0,10079,   63,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190308,    8,  280,   70,   60,  120,   66,     ,   25,    3,   34,    0,   -1,10094,   75,    3,   75,   23,    7,    0,    1,    0,    0,    0
  240,20190308,    9,  280,   70,   70,  110,   75,     ,   34,    9,   88,    0,    0,10105,   64,    7,   75,    3,    7,    0,    0,    0,    0,    0
  240,20190308,   10,  280,   80,   80,  110,   82,     ,   33,   10,  114,    0,    0,10117,   67,    2,   71,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   11,  260,   80,   80,  100,   82,     ,   31,   10,  167,    0,    0,10124,   66,    6,   70,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   12,  260,   70,   70,  100,   87,   56,   27,    8,  180,    0,    0,10128,   69,    7,   66,    3,    7,    0,    0,    0,    0,    0
  240,20190308,   13,  250,   70,   80,  100,   96,     ,   35,    7,  135,    0,    0,10127,   69,    3,   65,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   14,  250,   70,   80,  110,   95,     ,   31,   10,  156,    0,    0,10126,   71,    6,   64,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   15,  240,   80,   70,  110,   86,     ,   35,    1,   69,    0,    0,10125,   75,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   16,  240,   80,   80,  110,   84,     ,   34,    0,   38,    0,    0,10124,   75,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   17,  230,   80,   70,  110,   82,     ,   32,    0,   15,    0,    0,10120,   75,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   18,  220,   80,   80,  120,   79,   73,   37,    0,    2,    0,    0,10114,   72,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   19,  220,   70,   80,  110,   82,     ,   37,    0,    0,    0,    0,10109,   70,    8,   72,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   20,  200,   70,   70,  120,   82,     ,   41,    0,    0,    0,    0,10101,   69,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20190308,   21,  210,   80,   70,  130,   66,     ,   45,    0,    0,    5,    3,10092,   70,    8,   86,   57,    7,    0,    1,    0,    0,    0
  240,20190308,   22,  210,   80,   80,  120,   71,     ,   50,    0,    0,    9,    3,10081,   64,    8,   86,   57,    7,    0,    1,    0,    0,    0
  240,20190308,   23,  210,   90,   80,  140,   70,     ,   57,    0,    0,   10,   13,10069,   58,    8,   91,   62,    7,    0,    1,    0,    0,    0
  240,20190308,   24,  210,   90,  100,  140,   74,   61,   61,    0,    0,    9,    6,10057,   61,    8,   91,   57,    7,    0,    1,    0,    0,    0
  240,20190309,    1,  220,  100,  100,  150,   75,     ,   69,    0,    0,   10,    5,10053,   40,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20190309,    2,  250,  110,  110,  170,   84,     ,   76,    0,    0,    8,    3,10055,   57,    8,   95,   51,    7,    0,    1,    0,    0,    0
  240,20190309,    3,  250,  110,  110,  170,   85,     ,   70,    0,    0,    2,    1,10059,   65,    1,   90,   22,    7,    0,    1,    0,    0,    0
  240,20190309,    4,  260,  100,   90,  140,   82,     ,   60,    0,    0,    0,    0,10064,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20190309,    5,  260,   80,   90,  120,   85,     ,   46,    0,    0,    0,    0,10069,   71,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20190309,    6,  250,   80,   80,  120,   84,   70,   52,    0,    0,    0,    0,10076,   68,    8,   80,    2,    7,    0,    0,    0,    0,    0
  240,20190309,    7,  250,   90,  100,  140,   86,     ,   55,    0,    3,    0,    0,10081,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20190309,    8,  250,  100,  100,  160,   85,     ,   49,    0,   12,    0,    0,10085,   66,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20190309,    9,  240,  100,  100,  140,   89,     ,   45,    0,   36,    0,    0,10086,   67,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190309,   10,  240,   90,  100,  140,   95,     ,   56,    0,   76,    0,    0,10086,   67,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20190309,   11,  230,  110,  110,  160,  103,     ,   60,    4,  106,    0,    0,10078,   65,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20190309,   12,  230,  130,  130,  200,  102,   76,   57,    4,  122,    3,    1,10067,   63,    8,   73,   51,    7,    0,    1,    0,    0,    0
